,0
4831,187595
4832,241934
4833,181528
4834,208817
4835,210656
4836,169822
4837,206259
4838,177067
4839,203935
4840,176595
4841,173470
4842,160120
4843,178302
4844,201048
4845,170864
4846,191812
4847,140848
4848,130399
4849,276220
4850,192092
4851,231981
4852,225204
4853,170011
4854,179494
4855,189472
4856,185772
4857,198243
4858,189678
4859,149147
4860,161183
4861,161280
4862,146144
4863,180581
4864,318031
4865,319738
4866,319472
4867,319827
4868,223930
4869,197688
4870,196124
4871,205918
4872,180847
4873,207877
4874,158221
4875,192481
4876,176453
4877,190866
4878,180370
4879,178733
4880,188295
4881,179690
4882,173107
4883,174020
4884,172838
4885,173580
4886,214487
4887,224709
4888,229304
4889,229768
4890,232380
4891,198759
4892,215781
4893,221152
4894,219144
4895,237071
4896,219552
4897,121339
4898,185032
4899,169767
4900,122622
4901,173950
4902,119466
4903,188918
4904,167231
4905,135057
4906,193344
4907,212259
4908,147880
4909,152527
4910,143921
4911,189746
4912,181020
4913,196395
4914,165526
4915,195369
4916,209786
4917,161358
4918,246454
4919,186302
4920,189265
4921,186704
4922,146755
4923,194032
4924,192094
4925,199209
4926,179507
4927,205784
4928,174464
4929,211606
4930,196898
4931,204248
4932,167020
4933,204983
4934,200467
4935,188791
4936,202320
4937,216953
4938,231567
4939,212082
4940,231734
4941,229055
4942,244044
4943,219056
4944,222744
4945,228325
4946,196871
4947,214402
4948,225652
4949,243578
4950,231223
4951,217956
4952,223909
4953,237723
4954,236772
4955,213361
4956,188031
4957,219338
4958,128259
4959,191685
4960,155895
4961,194647
4962,195323
4963,210339
4964,318064
4965,318521
4966,319267
4967,318187
4968,319222
4969,308264
4970,317719
4971,318200
4972,318116
4973,202331
4974,202934
4975,199043
4976,189628
4977,203914
4978,192641
4979,195657
4980,171113
4981,195151
4982,212573
4983,178166
4984,201833
4985,163024
4986,142296
4987,181245
4988,106123
4989,168906
4990,154706
4991,176589
4992,136069
4993,174171
4994,212909
4995,200284
4996,175915
4997,198278
4998,189892
4999,197226
5000,208616
5001,191067
5002,188186
5003,186671
5004,189588
5005,190441
5006,195514
5007,193682
5008,186592
5009,310702
5010,265814
5011,235471
5012,260594
5013,201670
5014,232230
5015,284036
5016,280335
5017,283482
5018,283099
5019,292134
5020,269225
5021,175957
5022,175922
5023,211537
5024,173029
5025,163530
5026,196848
5027,248557
5028,169872
5029,194621
5030,142118
5031,202711
5032,186384
5033,288691
5034,292215
5035,315167
5036,287919
5037,220524
5038,238526
5039,216321
5040,219566
5041,210586
5042,185751
5043,179504
5044,164398
5045,167848
5046,188144
5047,208455
5048,159583
5049,181555
5050,189576
5051,285880
5052,278140
5053,291120
5054,224938
5055,250047
5056,218845
5057,211211
5058,201984
5059,204681
5060,203626
5061,142068
5062,162229
5063,73324
5064,161851
5065,286049
5066,192614
5067,190587
5068,208209
5069,202242
5070,257815
5071,257360
5072,257363
5073,257250
5074,257432
5075,256716
5076,256630
5077,257473
5078,256542
5079,229183
5080,192380
5081,180872
5082,245873
5083,118655
5084,228566
5085,229177
5086,225968
5087,262271
5088,267165
5089,233324
5090,254146
5091,232163
5092,256481
5093,230271
5094,216427
5095,267474
5096,237575
5097,248751
5098,163708
5099,168006
5100,163287
5101,159438
5102,172624
5103,174534
5104,212643
5105,154546
5106,159658
5107,143642
5108,302420
5109,164714
5110,274646
5111,320129
5112,178631
5113,171055
5114,176537
5115,208552
5116,199024
5117,184453
5118,171978
5119,188614
5120,198837
5121,173952
5122,153712
5123,198546
5124,176193
5125,185911
5126,201402
5127,205568
5128,134811
5129,199876
5130,204524
5131,201685
5132,192231
5133,198043
5134,224592
5135,169578
5136,171512
5137,154324
5138,183819
5139,180163
5140,152209
5141,191644
5142,168200
5143,148211
5144,165708
5145,161134
5146,174550
5147,188532
5148,197327
5149,190787
5150,189879
5151,187228
5152,191434
5153,187841
5154,182875
5155,180130
5156,185931
5157,183791
5158,179788
5159,185090
5160,184083
5161,210041
5162,200957
5163,206556
5164,184877
5165,210431
5166,201386
5167,215033
5168,209497
5169,200969
5170,208959
5171,173850
5172,188513
5173,238046
5174,229171
5175,233896
5176,234023
5177,239075
5178,226280
5179,244298
5180,239793
5181,202216
5182,243719
5183,229182
5184,237663
5185,167120
5186,177449
5187,31742
5188,31281
5189,256551
5190,256393
5191,256323
5192,256618
5193,256528
5194,256646
5195,256469
5196,256942
5197,187378
5198,196800
5199,160368
5200,187567
5201,182413
5202,227705
5203,189533
5204,216672
5205,175939
5206,183195
5207,165155
5208,213773
5209,143966
5210,195001
5211,164320
5212,169421
5213,224900
5214,187477
5215,221127
5216,228785
5217,217826
5218,185039
5219,279845
5220,209010
5221,220316
5222,225963
5223,219615
5224,191700
5225,220037
5226,219379
5227,187718
5228,108302
5229,118129
5230,122269
5231,131401
5232,195144
5233,194984
5234,193511
5235,198528
5236,183204
5237,189573
5238,190320
5239,212727
5240,203213
5241,252947
5242,203390
5243,209125
5244,214015
5245,189086
5246,200067
5247,128759
5248,158700
5249,139009
5250,206903
5251,182950
5252,149589
5253,184734
5254,140133
5255,257402
5256,135112
5257,227947
5258,183056
5259,215056
5260,238855
5261,232888
5262,197704
5263,219495
5264,197720
5265,173659
5266,172648
5267,188632
5268,227380
5269,207576
5270,137482
5271,179459
5272,215878
5273,134816
5274,211097
5275,126335
5276,133698
5277,215509
5278,143825
5279,122705
5280,128418
5281,226482
5282,177104
5283,229547
5284,127154
5285,225822
5286,173389
5287,209138
5288,209203
5289,211867
5290,201819
5291,140080
5292,222528
5293,166964
5294,209191
5295,174516
5296,181968
5297,217277
5298,221369
5299,215168
5300,213574
5301,216837
5302,223179
5303,134835
5304,178027
5305,194438
5306,188053
5307,197508
5308,184074
5309,188193
5310,159722
5311,150928
5312,159382
5313,161556
5314,164291
5315,160276
5316,171376
5317,178645
5318,188396
5319,185951
5320,186036
5321,185945
5322,185548
5323,186626
5324,185602
5325,184281
5326,185560
5327,172969
5328,320218
5329,319959
5330,320179
5331,320205
5332,320565
5333,320586
5334,189287
5335,207595
5336,208734
5337,241501
5338,206688
5339,259981
5340,257431
5341,243036
5342,263697
5343,224704
5344,235887
5345,239191
5346,189081
5347,198563
5348,167488
5349,248488
5350,291158
5351,278219
5352,294261
5353,277020
5354,269132
5355,257729
5356,263843
5357,266019
5358,258994
5359,250842
5360,246601
5361,258459
5362,259153
5363,225019
5364,239825
5365,227334
5366,253406
5367,221022
5368,225954
5369,222997
5370,258225
5371,218067
5372,231436
5373,222410
5374,218225
5375,221981
5376,258604
5377,229454
5378,225827
5379,222745
5380,230771
5381,224455
5382,192071
5383,202482
5384,236546
5385,248847
5386,210553
5387,173219
5388,163169
5389,217099
5390,228805
5391,201529
5392,215504
5393,232759
5394,202758
5395,220487
5396,206175
5397,201452
5398,218704
5399,257302
5400,239617
5401,211838
5402,209498
5403,216489
5404,224775
5405,219563
5406,214644
5407,211980
5408,216397
5409,204282
5410,200864
5411,200303
5412,195113
5413,236061
5414,256431
5415,221760
5416,232794
5417,197822
5418,215914
5419,223704
5420,203395
5421,183181
5422,169947
5423,239644
5424,251773
5425,260267
5426,262885
5427,225993
5428,187449
5429,253015
5430,233881
5431,235485
5432,256054
5433,263073
5434,257658
5435,236985
5436,247608
5437,166470
5438,239668
5439,219171
5440,253878
5441,268201
5442,244215
5443,262192
5444,249361
5445,245936
5446,269297
5447,226026
5448,244839
5449,226739
5450,225973
5451,237010
5452,231092
5453,239873
5454,254536
5455,244724
5456,228742
5457,245815
5458,236219
5459,212184
5460,238759
5461,242156
5462,252253
5463,254704
5464,279246
5465,261918
5466,233942
5467,247602
5468,250804
5469,259458
5470,231750
5471,276140
5472,238694
5473,251871
5474,241042
5475,245882
5476,238240
5477,230705
5478,205590
5479,234657
5480,237027
5481,220832
5482,229448
5483,204732
5484,209347
5485,229098
5486,249965
5487,263415
5488,251792
5489,265312
5490,225978
5491,227400
5492,256399
5493,249061
5494,222224
5495,181544
5496,243658
5497,221961
5498,244738
5499,222232
5500,234925
5501,233937
5502,229192
5503,235997
5504,224557
5505,229029
5506,174843
5507,317360
5508,318667
5509,318544
5510,242910
5511,231910
5512,239211
5513,245081
5514,233703
5515,245593
5516,277615
5517,256285
5518,266126
5519,241386
5520,226797
5521,232818
5522,230878
5523,223564
5524,234134
5525,245304
5526,225345
5527,202074
5528,209330
5529,228660
5530,240961
5531,254006
5532,200915
5533,197912
5534,188816
5535,192984
5536,182507
5537,186851
5538,197669
5539,185614
5540,175402
5541,191704
5542,203242
5543,168600
5544,201255
5545,209628
5546,209962
5547,150786
5548,176182
5549,164178
5550,186166
5551,177134
5552,182402
5553,188388
5554,207413
5555,160606
5556,194703
5557,308426
5558,282190
5559,293554
5560,203340
5561,238542
5562,250281
5563,255269
5564,255909
5565,248834
5566,244334
5567,246241
5568,249775
5569,254972
5570,250375
5571,288431
5572,168844
5573,259609
5574,257133
5575,289270
5576,262520
5577,224886
5578,196556
5579,218055
5580,252174
5581,213473
5582,198105
5583,196728
5584,200539
5585,225849
5586,277137
5587,272374
5588,254102
5589,234709
5590,319611
5591,320811
5592,319838
5593,320103
5594,321687
5595,323007
5596,320192
5597,322087
5598,321307
5599,320793
5600,320619
5601,320188
5602,320341
5603,321292
5604,244254
5605,250570
5606,224730
5607,149408
5608,152277
5609,166441
5610,191033
5611,198982
5612,197800
5613,188838
5614,204207
5615,199297
5616,214951
5617,219945
5618,226096
5619,228126
5620,232576
5621,231108
5622,168682
5623,238123
5624,214412
5625,215393
5626,186609
5627,193357
5628,188459
5629,189391
5630,218886
5631,181047
5632,195190
5633,286691
5634,287163
5635,285548
5636,286196
5637,285533
5638,285838
5639,284989
5640,283911
5641,283140
5642,285884
5643,283663
5644,192398
5645,186087
5646,191157
5647,194092
5648,184752
5649,183083
5650,181480
5651,193459
5652,186412
5653,186377
5654,191274
5655,186153
5656,185230
5657,190980
5658,194425
5659,73397
5660,221627
5661,246430
5662,209788
5663,216543
5664,235977
5665,232283
5666,252993
5667,214902
5668,229711
5669,235013
5670,197309
5671,219896
5672,184309
5673,214772
5674,221082
5675,176260
5676,196081
5677,206751
5678,191070
5679,321242
5680,319554
5681,320590
5682,320679
5683,220455
5684,206478
5685,237896
5686,261633
5687,204925
5688,205047
5689,219544
5690,246130
5691,248438
5692,220582
5693,234410
5694,180172
5695,230610
5696,273339
5697,231068
5698,244344
5699,246747
5700,241717
5701,243505
5702,232865
5703,275121
5704,233518
5705,250007
5706,232504
5707,236178
5708,226918
5709,249627
5710,119649
5711,118364
5712,119982
5713,120097
5714,152096
5715,183565
5716,204559
5717,145651
5718,175027
5719,256829
5720,270880
5721,279822
5722,251090
5723,249947
5724,207270
5725,224016
5726,201549
5727,221541
5728,238553
5729,183869
5730,194237
5731,265982
5732,217435
5733,203545
5734,219167
5735,209678
5736,226375
5737,166975
5738,208109
5739,240467
5740,321800
5741,321191
5742,320804
5743,320378
5744,321434
5745,321608
5746,319075
5747,318883
5748,319214
5749,318681
5750,318833
5751,316937
5752,318276
5753,306863
5754,318401
5755,319547
5756,319540
5757,318271
5758,320400
5759,285583
5760,293145
5761,262603
5762,282418
5763,267207
5764,194282
5765,209163
5766,281495
5767,221618
5768,193570
5769,236091
5770,215635
5771,206854
5772,224905
5773,220528
5774,231507
5775,225836
5776,212915
5777,235791
5778,227503
5779,215888
5780,240100
5781,211885
5782,239829
5783,217651
5784,229552
5785,247044
5786,237282
5787,241387
5788,240523
5789,228263
5790,245021
5791,257625
5792,172029
5793,193516
5794,203722
5795,245026
5796,151160
5797,113797
5798,288470
5799,271000
5800,283015
5801,284187
5802,287663
5803,283264
5804,285515
5805,286293
5806,288026
5807,221171
5808,247237
5809,230204
5810,249552
5811,239258
5812,258194
5813,259778
5814,154078
5815,110139
5816,114629
5817,115559
5818,116021
5819,246784
5820,246533
5821,233849
5822,222122
5823,253373
5824,246258
5825,247112
5826,244711
5827,246146
5828,246490
5829,253888
5830,248925
5831,213111
5832,224817
5833,212439
5834,247705
5835,259886
5836,234155
5837,191723
5838,202293
5839,251203
5840,270909
5841,258978
5842,257485
5843,264905
5844,242119
5845,257032
5846,266033
5847,260841
5848,263686
5849,244794
5850,246455
5851,320085
5852,317454
5853,319756
5854,320349
5855,319636
5856,316997
5857,319796
5858,319775
5859,321475
5860,319807
5861,319794
5862,319109
5863,319100
5864,320657
5865,319901
5866,201689
5867,198859
5868,205387
5869,192884
5870,237374
5871,186390
5872,238339
5873,199837
5874,190475
5875,221923
5876,220572
5877,223884
5878,220641
5879,224830
5880,228484
5881,221890
5882,221480
5883,220810
5884,219222
5885,222128
5886,219083
5887,139534
5888,196837
5889,142651
5890,214093
5891,289526
5892,250738
5893,225039
5894,275454
5895,295157
5896,197381
5897,129207
5898,245739
5899,245628
5900,179403
5901,208955
5902,230672
5903,261147
5904,295577
5905,261054
5906,242094
5907,187194
5908,212728
5909,220634
5910,225237
5911,202664
5912,213985
5913,186900
5914,223541
5915,216760
5916,192723
5917,196762
5918,212001
5919,197689
5920,205229
5921,192221
5922,193984
5923,192518
5924,273997
5925,170519
5926,204500
5927,225353
5928,299151
5929,178891
5930,230676
5931,251056
5932,183737
5933,186855
5934,252450
5935,277016
5936,206019
5937,202193
5938,222267
5939,237998
5940,220861
5941,235719
5942,173340
5943,237894
5944,231892
5945,243992
5946,225233
5947,244131
5948,234775
5949,265631
5950,244073
5951,232920
5952,278374
5953,265736
5954,222395
5955,289731
5956,224416
5957,216292
5958,260138
5959,225027
5960,239824
5961,239363
5962,245697
5963,262160
5964,252589
5965,220564
5966,309576
5967,306169
5968,317964
5969,310059
5970,310169
5971,311129
5972,305602
5973,306261
5974,313981
5975,310447
5976,307087
5977,306295
5978,267288
5979,242084
5980,241608
5981,245349
5982,264318
5983,242530
5984,228203
5985,234186
5986,223384
5987,247021
5988,249181
5989,240453
5990,203770
5991,247890
5992,243756
5993,210286
5994,256232
5995,226270
5996,262708
5997,206369
5998,233479
5999,254339
6000,223236
6001,260078
6002,254607
6003,280879
6004,178988
6005,248695
6006,80646
6007,136700
6008,199667
6009,201220
6010,183738
6011,224110
6012,233911
6013,244120
6014,244461
6015,239622
6016,249888
6017,250187
6018,237701
6019,202051
6020,203992
6021,181234
6022,194923
6023,145856
6024,171497
6025,195305
6026,196251
6027,208592
6028,204045
6029,204601
6030,216149
6031,182363
6032,193620
6033,206624
6034,190581
6035,246656
6036,260518
6037,225031
6038,251905
6039,254469
6040,246551
6041,245675
6042,251519
6043,247618
6044,239424
6045,274433
6046,178056
6047,255534
6048,294882
6049,167108
6050,258952
6051,257492
6052,206481
6053,277438
6054,264336
6055,272928
6056,263672
6057,256606
6058,156517
6059,237939
6060,272476
6061,201822
6062,231705
6063,242873
6064,236468
6065,241702
6066,211430
6067,239365
6068,234473
6069,249376
6070,281487
6071,191423
6072,185117
6073,232170
6074,217596
6075,214957
6076,227592
6077,215953
6078,179541
6079,224722
6080,212038
6081,249857
6082,263610
6083,228681
6084,263854
6085,259331
6086,219940
6087,218069
6088,179562
6089,233965
6090,213430
6091,210321
6092,197086
6093,193561
6094,217173
6095,208007
6096,255003
6097,225006
6098,234974
6099,152463
6100,164312
6101,160007
6102,189590
6103,159544
6104,136506
6105,178943
6106,173003
6107,160437
6108,165910
6109,157448
6110,197414
6111,158492
6112,174382
6113,196753
6114,152698
6115,182071
6116,155877
6117,160911
6118,184953
6119,178554
6120,211411
6121,192858
6122,170432
6123,205459
6124,227057
6125,263890
6126,216393
6127,223506
6128,250207
6129,250824
6130,250232
6131,149169
6132,152387
6133,149655
6134,154624
6135,149335
6136,146508
6137,157956
6138,152368
6139,147458
6140,161396
6141,168910
6142,156869
6143,154980
6144,147457
6145,162728
6146,154733
6147,150315
6148,152247
6149,147494
6150,154352
6151,155626
6152,152749
6153,145288
6154,154748
6155,150268
6156,152433
6157,148703
6158,149136
6159,147810
6160,150454
6161,241228
6162,246188
6163,226922
6164,284511
6165,320221
6166,208774
6167,321691
6168,212372
6169,171311
6170,169016
6171,176806
6172,178437
6173,165873
6174,173412
6175,176112
6176,173358
6177,263881
6178,266275
6179,276495
6180,269554
6181,259646
6182,226653
6183,232098
6184,240152
6185,226459
6186,225336
6187,213857
6188,219391
6189,272873
6190,238161
6191,263267
6192,235834
6193,220210
6194,215598
6195,217417
6196,216929
6197,264506
6198,199007
6199,222251
6200,293763
6201,295872
6202,291518
6203,290805
6204,293543
6205,287482
6206,285412
6207,281475
6208,289901
6209,234631
6210,161797
6211,159488
6212,183300
6213,178336
6214,179855
6215,183900
6216,197210
6217,191000
6218,191272
6219,195875
6220,193267
6221,317786
6222,316527
6223,205846
6224,195261
6225,203062
6226,184665
6227,158528
6228,178766
6229,204019
6230,202981
6231,280806
6232,292581
6233,281452
6234,288257
6235,287455
6236,205822
6237,235824
6238,253461
6239,214590
6240,219849
6241,239633
6242,215079
6243,300448
6244,205392
6245,195173
6246,166421
6247,152321
6248,222996
6249,155077
6250,231758
6251,198022
6252,295875
6253,271098
6254,258190
6255,238631
6256,220270
6257,233194
6258,259749
6259,223112
6260,262765
6261,218654
6262,256307
6263,224602
6264,226243
6265,211399
6266,226013
6267,238210
6268,231719
6269,244557
6270,243491
6271,239401
6272,241929
6273,216634
6274,218264
6275,242028
6276,234135
6277,223259
6278,232514
6279,263102
6280,251048
6281,241046
6282,272304
6283,243468
6284,236965
6285,284193
6286,211061
6287,248647
6288,219333
6289,273201
6290,246661
6291,245376
6292,241123
6293,251579
6294,226662
6295,238871
6296,243839
6297,249800
6298,222558
6299,244382
6300,263078
6301,270323
6302,166720
6303,249279
6304,242896
6305,252391
6306,237189
6307,255490
6308,228183
6309,271007
6310,289445
6311,244912
6312,230711
6313,254675
6314,162955
6315,266324
6316,180811
6317,311194
6318,301633
6319,220837
6320,192980
6321,292933
6322,255548
6323,242318
6324,227347
6325,273844
6326,265399
6327,280402
6328,297341
6329,237150
6330,195932
6331,213157
6332,187264
6333,219595
6334,217467
6335,202328
6336,219796
6337,215502
6338,224199
6339,221587
6340,246297
6341,209192
6342,226897
6343,233835
6344,238899
6345,138939
6346,319955
6347,228880
6348,260447
6349,233357
6350,272045
6351,261649
6352,249849
6353,224399
6354,261092
6355,233998
6356,180572
6357,158658
6358,189971
6359,185851
6360,178863
6361,247912
6362,177685
6363,189286
6364,182382
6365,188754
6366,87254
6367,191682
6368,180673
6369,242920
6370,186524
6371,185651
6372,281845
6373,297690
6374,297085
6375,227769
6376,280510
6377,270069
6378,266692
6379,281017
6380,294594
6381,269795
6382,307068
6383,278473
6384,275265
6385,266942
6386,281483
6387,275979
6388,276739
6389,273097
6390,224055
6391,194971
6392,222253
6393,241882
6394,207058
6395,201725
6396,196199
6397,207633
6398,222214
6399,223719
6400,200808
6401,219664
6402,218251
6403,204462
6404,193914
6405,199916
6406,205872
6407,244373
6408,201626
6409,192611
6410,227177
6411,202487
6412,319869
6413,320097
6414,226911
6415,218816
6416,208419
6417,215445
6418,219799
6419,220759
6420,224504
6421,219993
6422,218178
6423,215397
6424,234666
6425,232271
6426,275327
6427,225632
6428,239387
6429,232674
6430,256098
6431,216851
6432,219258
6433,274581
6434,262601
6435,263417
6436,266005
6437,264810
6438,267253
6439,269381
6440,271448
6441,269108
6442,271906
6443,273321
6444,260730
6445,269486
6446,278222
6447,248392
6448,319845
6449,268001
6450,253682
6451,262869
6452,243591
6453,242675
6454,240369
6455,267224
6456,250296
6457,242898
6458,239433
6459,264298
6460,281775
6461,272043
6462,202473
6463,110047
6464,222027
6465,276674
6466,227029
6467,249185
6468,223492
6469,236462
6470,222960
6471,231534
6472,217846
6473,230442
6474,259718
6475,250611
6476,257663
6477,231228
6478,226595
6479,240043
6480,244260
6481,244400
6482,255284
6483,238291
6484,241937
6485,248862
6486,247131
6487,250763
6488,248786
6489,143063
6490,232213
6491,147577
6492,218092
6493,148241
6494,202616
6495,267240
6496,249751
6497,251428
6498,240290
6499,276201
6500,240315
6501,274923
6502,245862
6503,247514
6504,276157
6505,269717
6506,275670
6507,290632
6508,272517
6509,251810
6510,295943
6511,250849
6512,233506
6513,234273
6514,248313
6515,254746
6516,281181
6517,262959
6518,246324
6519,238607
6520,237861
6521,252927
6522,245687
6523,244566
6524,217795
6525,225319
6526,241035
6527,224377
6528,245630
6529,219622
6530,260183
6531,220581
6532,253320
6533,227326
6534,233201
6535,230868
6536,263985
6537,269482
6538,250755
6539,244540
6540,238471
6541,242887
6542,236211
6543,241277
6544,248074
6545,248907
6546,235303
6547,244187
6548,232258
6549,232800
6550,234532
6551,228932
6552,218403
6553,234799
6554,218775
6555,242238
6556,195937
6557,194598
6558,230977
6559,216783
6560,201605
6561,205923
6562,203524
6563,219343
6564,204340
6565,145275
6566,137896
6567,136104
6568,130541
6569,137378
6570,132149
6571,133865
6572,136323
6573,128249
6574,133236
6575,138578
6576,220380
6577,211000
6578,206335
6579,206630
6580,204926
6581,230562
6582,204728
6583,184524
6584,215688
6585,204820
6586,221778
6587,228322
6588,213050
6589,176414
6590,219683
6591,240574
6592,224713
6593,244156
6594,226860
6595,214852
6596,224203
6597,242483
6598,142106
6599,243623
6600,237028
6601,215789
6602,248341
6603,258887
6604,241473
6605,256713
6606,176656
6607,219003
6608,221918
6609,168147
6610,176495
6611,176582
6612,179799
6613,183487
6614,166026
6615,240263
6616,239698
6617,221442
6618,231951
6619,230060
6620,221398
6621,244113
6622,231748
6623,223500
6624,260827
6625,218975
6626,236200
6627,225082
6628,236938
6629,199475
6630,229792
6631,237444
6632,266599
6633,236912
6634,263556
6635,273333
6636,277403
6637,270058
6638,250921
6639,249531
6640,251701
6641,223279
6642,216995
6643,208476
6644,211442
6645,195945
6646,209713
6647,191808
6648,207370
6649,206910
6650,220099
6651,232072
6652,243386
6653,249141
6654,255469
6655,252531
6656,201269
6657,248468
6658,221352
6659,249472
6660,236276
6661,229794
6662,245801
6663,195797
6664,216569
6665,231447
6666,234894
6667,234890
6668,232314
6669,225738
6670,232250
6671,234017
6672,225231
6673,229530
6674,224992
6675,229137
6676,231220
6677,226835
6678,225931
6679,229942
6680,226247
6681,229782
6682,225818
6683,215859
6684,204816
6685,183210
6686,193610
6687,205621
6688,201509
6689,206681
6690,214087
6691,200314
6692,208580
6693,193400
6694,151336
6695,174410
6696,215849
6697,196608
6698,190900
6699,179334
6700,200008
6701,259360
6702,172215
6703,224909
6704,263477
6705,269760
6706,239656
6707,252359
6708,128350
6709,128127
6710,319829
6711,319790
6712,319843
6713,319729
6714,319828
6715,319898
6716,319730
6717,277605
6718,275786
6719,279998
6720,265661
6721,190102
6722,138685
6723,161711
6724,142736
6725,169405
6726,161636
6727,181097
6728,169727
6729,178883
6730,169312
6731,218205
6732,197767
6733,188880
6734,189490
6735,201558
6736,205292
6737,215800
6738,212300
6739,203977
6740,199690
6741,319904
6742,319985
6743,229641
6744,214292
6745,183237
6746,163281
6747,205781
6748,215358
6749,234124
6750,224363
6751,220091
6752,202532
6753,251995
6754,226802
6755,233277
6756,235400
6757,239252
6758,231742
6759,238429
6760,230607
6761,233084
6762,222473
6763,189296
6764,225142
6765,236457
6766,229733
6767,198700
6768,212882
6769,220693
6770,221023
6771,226171
6772,203274
6773,188430
6774,219856
6775,193397
6776,237689
6777,221416
6778,242972
6779,212911
6780,233491
6781,265670
6782,240393
6783,243130
6784,247356
6785,238588
6786,239126
6787,238625
6788,131503
6789,123760
6790,122091
6791,139541
6792,128012
6793,124320
6794,127392
6795,128003
6796,128722
6797,126373
6798,128773
6799,241745
6800,262886
6801,265229
6802,265681
6803,261705
6804,266319
6805,267163
6806,274378
6807,260387
6808,262560
6809,266254
6810,279219
6811,257686
6812,261492
6813,265954
6814,320083
6815,263933
6816,282858
6817,300535
6818,320099
6819,214128
6820,218774
6821,255780
6822,140414
6823,173460
6824,177969
6825,168485
6826,153416
6827,185133
6828,188822
6829,161489
6830,175413
6831,163390
6832,174922
6833,161624
6834,287997
6835,319890
6836,320111
6837,320760
6838,319875
6839,321577
6840,320397
6841,319940
6842,326000
6843,319746
6844,317869
6845,320307
6846,317937
6847,298594
6848,319928
6849,320119
6850,320383
6851,319949
6852,319769
6853,319934
6854,320773
6855,255755
6856,238860
6857,255759
6858,255751
6859,321203
6860,320801
6861,320438
6862,320169
6863,321623
6864,320300
6865,320940
6866,320060
6867,320116
6868,192382
6869,180608
6870,217941
6871,244301
6872,198538
6873,190429
6874,152875
6875,185917
6876,187607
6877,190098
6878,183388
6879,180136
6880,194379
6881,266938
6882,139014
6883,184825
6884,310993
6885,315703
6886,255205
6887,269253
6888,232436
6889,254559
6890,256601
6891,243015
6892,188079
6893,273854
6894,223468
6895,285049
6896,297733
6897,268561
6898,213810
6899,278554
6900,260816
6901,291528
6902,285728
6903,294349
6904,204208
6905,167847
6906,319998
6907,190572
6908,174640
6909,135924
6910,125101
6911,224969
6912,192702
6913,161782
6914,172522
6915,176339
6916,207700
6917,213488
6918,160666
6919,160645
6920,190003
6921,200770
6922,155874
6923,143770
6924,188344
6925,206434
6926,190007
6927,187946
6928,180852
6929,185850
6930,227688
6931,250392
6932,232373
6933,240780
6934,251646
6935,234645
6936,236140
6937,232720
6938,281873
6939,282792
6940,282497
6941,298338
6942,285703
6943,285779
6944,260283
6945,266089
6946,268320
6947,262805
6948,243456
6949,252084
6950,225678
6951,200552
6952,200556
6953,192425
6954,192467
6955,219140
6956,203113
6957,193128
6958,204629
6959,200812
6960,195209
6961,277179
6962,261713
6963,273790
6964,266879
6965,266003
6966,258829
6967,257751
6968,263263
6969,275785
6970,240246
6971,258307
6972,177203
6973,184082
6974,176272
6975,200495
6976,177353
6977,189681
6978,140074
6979,179449
6980,167907
6981,175258
6982,318454
6983,320426
6984,314246
6985,320044
6986,315325
6987,320567
6988,319759
6989,321790
6990,321046
6991,320787
6992,320145
6993,320148
6994,320855
6995,317385
6996,320607
6997,320858
6998,266856
6999,199589
7000,192977
7001,198163
7002,195217
7003,197113
7004,196641
7005,320182
7006,320539
7007,319704
7008,325005
7009,326255
7010,333035
7011,320716
7012,321583
7013,322453
7014,320403
7015,209868
7016,228730
7017,254296
7018,249397
7019,253452
7020,258101
7021,236373
7022,229785
7023,247318
7024,235122
7025,315506
7026,319263
7027,318024
7028,314995
7029,319703
7030,319692
7031,316389
7032,314842
7033,315311
7034,298616
7035,316024
7036,304602
7037,317716
7038,191119
7039,316065
7040,286912
7041,315050
7042,302694
7043,318462
7044,314506
7045,314201
7046,242407
7047,249568
7048,241364
7049,245671
7050,244311
7051,217134
7052,205148
7053,203417
7054,201963
7055,165605
7056,161398
7057,167383
7058,181129
7059,316557
7060,292089
7061,291143
7062,288187
7063,288483
7064,295565
7065,231586
7066,241811
7067,255466
7068,248357
7069,241624
7070,268832
7071,231186
7072,248073
7073,275898
7074,250650
7075,279936
7076,286061
7077,286583
7078,272621
7079,294266
7080,278137
7081,245496
7082,271248
7083,282602
7084,276977
7085,260795
7086,254413
7087,265417
7088,256541
7089,256529
7090,249828
7091,241371
7092,237031
7093,216689
7094,225429
7095,201204
7096,232881
7097,201824
7098,211953
7099,205955
7100,319923
7101,320094
7102,320007
7103,319880
7104,320021
7105,320240
7106,319921
7107,322219
7108,321376
7109,319911
7110,319761
7111,320102
7112,232133
7113,232566
7114,266151
7115,231513
7116,263563
7117,230213
7118,281673
7119,293625
7120,260752
7121,247706
7122,247053
7123,318783
7124,267067
7125,266376
7126,246547
7127,296066
7128,319802
7129,316108
7130,316002
7131,311661
7132,320428
7133,317179
7134,313657
7135,243846
7136,115285
7137,318889
7138,321019
7139,320165
7140,320609
7141,320676
7142,235428
7143,238565
7144,250417
7145,252585
7146,228555
7147,240183
7148,212190
7149,228622
7150,243240
7151,224196
7152,248190
7153,220007
7154,203217
7155,195216
7156,223894
7157,166227
7158,227649
7159,196883
7160,212702
7161,217537
7162,190823
